,변수명,변수설명7,변수설명8
72,DI3_DG,뇌졸중 의사진단여부 ,뇌졸중 의사진단 여부
74,DI3_PR,뇌졸중 현재 유병 여부 ,뇌졸중 현재 유병 여부
75,DI3_PT,뇌졸중 치료 ,뇌졸중 치료
91,DM2_DG,골관절염 의사진단 여부 ,골관절염 의사진단 여부
93,DM2_PR,골관절염 현재 유병 여부 ,골관절염 현재 유병 여부
94,DM2_PT,골관절염 치료 ,골관절염 치료
103,DJ2_DG,폐결핵 의사진단 여부 ,폐결핵 의사진단 여부
105,DJ2_PR,폐결핵 현재 유병 여부 ,폐결핵 현재 유병 여부
106,DJ2_PT,폐결핵 치료 ,폐결핵 치료
109,DJ4_PR,천식 현재 유병 여부 ,천식 현재 유병 여부
114,DE1_PR,당뇨병 현재 유병 여부 ,당뇨병 현재 유병 여부
115,DE1_PT,당뇨병 치료 ,당뇨병 치료
117,DE1_31,당뇨병혈당관리치료_인슐린 주사,당뇨병혈당관리치료: 인슐린 주사
118,DE1_32,당뇨병혈당관리치료_당뇨병약 ,당뇨병혈당관리치료: 당뇨병약 
119,DE1_33,당뇨병혈당관리치료_비약물 요법,당뇨병혈당관리치료: 비약물 요법
120,DE1_34,당뇨병혈당관리치료_기타,당뇨병혈당관리치료:기타
121,DE1_35,당뇨병혈당관리치료_기타상세,당뇨병혈당관리치료: 기타상세
123,DE2_DG,갑상선 질환 의사진단 여부 ,갑상선 질환 의사진단 여부
125,DE2_PR,갑상선 질환 현재 유병 여부 ,갑상선 질환 현재 유병 여부
126,DE2_PT,갑상선 질환 치료 ,갑상선 질환 치료
133,DC2_PR,간암 현재 유병 여부 ,간암 현재 유병 여부
134,DC2_PT,간암 치료 여부 ,간암 치료 여부
137,DC3_PR,대장암 현재 유병 여부 ,대장암 현재 유병 여부
138,DC3_PT,대장암 치료 여부 ,대장암 치료 여부
141,DC4_PR,유방암 현재 유병 여부 ,유방암 현재 유병 여부
142,DC4_PT,유방암 치료 여부 ,유방암 치료 여부
145,DC5_PR,자궁경부암 현재 유병 여부 ,자궁경부암 현재 유병 여부
146,DC5_PT,자궁경부암 치료 여부 ,자궁경부암 치료 여부
149,DC6_PR,폐암 현재 유병 여부 ,폐암 현재 유병 여부
150,DC6_PT,폐암 치료 여부 ,폐암 치료 여부
153,DC7_PR,갑상선암 현재 유병 여부 ,갑상선암 현재 유병 여부
154,DC7_PT,갑상선암 치료 여부 ,갑상선암 치료 여부
155,DC11_TP,기타암1 의 종류 ,기타암1의 종류
158,DC11_PR,기타암1 현재 유병 여부 ,기타암1 현재 유병 여부
159,DC11_PT,기타암1 치료 여부 ,기타암1 치료 여부
160,DC12_TP,기타암2 의 종류 ,기타암2의 종류
163,DC12_PR,기타암2 현재 유병 여부 ,기타암2 현재 유병 여부
164,DC12_PT,기타암2 치료 여부 ,기타암2 치료 여부
165,DF2_DG,우울증 의사진단 여부 ,우울증 의사진단 여부
168,DF2_PT,우울증 치료 ,우울증 치료
171,DL1_PR,아토피피부염 현재 유병 여부 ,아토피피부염 현재 유병 여부
172,DL1_PT,아토피피부염 치료 ,아토피피부염 치료
175,DJ8_PR,알레르기비염 현재 유병 여부 ,알레르기비염 현재 유병 여부
176,DJ8_PT,알레르기비염 치료 ,알레르기비염 치료
185,DH2_DG,백내장 의사진단 여부,
186,DH2_AG,백내장 진단시기,
187,DH2_PR,백내장 현재 유병 여부,
188,DH2_PT,백내장 치료,
189,DH3_DG,녹내장 의사진단 여부,
190,DH3_AG,녹내장 진단시기,
191,DH3_PR,녹내장 현재 유병 여부,
192,DH3_PT,녹내장 치료,
193,DH6_DG,황반변성 의사진단 여부,
194,DH6_AG,황반변성 진단시기,
195,DH6_PR,황반변성 현재 유병 여부,
196,DH6_PT,황반변성 치료,
197,DN1_DG,신부전 의사진단 여부 ,콩팥병(신장질환) 의사진단 여부
198,DN1_AG,신부전 진단시기,콩팥병(신장질환) 진단시기
199,DN1_PR,신부전 현재 유병 여부 ,콩팥병(신장질환) 현재 유병 여부
200,DN1_PT,신부전 치료 ,콩팥병(신장질환) 치료
201,DK8_DG,B형간염 의사진단 여부 ,B형간염 의사진단 여부
203,DK8_PR,B형간염 현재 유병 여부 ,B형간염 현재 유병 여부
204,DK8_PT,B형간염 치료 ,B형간염 치료
205,DK9_DG,C형간염 의사진단 여부 ,C형간염 의사진단 여부
207,DK9_PR,C형간염 현재유병 여부 ,C형간염 현재 유병 여부
208,DK9_PT,C형간염 치료 ,C형간염 치료
209,DK4_DG,간경변증 의사진단 여부 ,간경변증 의사진단 여부
211,DK4_PR,간경변증 현재유병 여부 ,간경변증 현재 유병 여부
212,DK4_PT,간경변증 치료 ,간경변증 치료
213,DI9_YD,선천성심장질환 의사진단,
214,DI9_YA,선천성심장질환 진단연령,
215,DF1_YD,주의력결핍장애 의사진단,"(소아, 청소년) 주의력결핍장애 의사진단 여부"
216,DF1_YA,주의력결핍장애 진단연령,"(소아, 청소년) 주의력결핍장애 진단연령"
217,DN6_YD,요로감염 의사진단,
218,DN6_YA,요로감염 진단연령,
219,DJ9_YD,폐렴 의사진단,"(소아, 청소년) 폐렴 의사진단 여부"
220,DJ9_YA,폐렴 진단연령,"(소아, 청소년) 폐렴 진단연령"
222,M_2_RS,필요 의료서비스 미충족 사유 ,필요 의료서비스 미충족 사유
223,M_2_ET,필요 의료서비스 미충족 사유_기타,필요 의료서비스 미충족 사유: 기타상세
225,BH9_11,인플루엔자(독감) 예방접종 여부 ,인플루엔자(독감) 예방접종 여부
226,BH9_13,인플루엔자(독감) 예방접종 횟수,
227,BH9_14_1_01,인플루엔자(독감)1 접종시기-년도,
228,BH9_14_1_02,인플루엔자(독감)2 접종시기-년도,
229,BH9_14_1_03,인플루엔자(독감)3 접종시기-년도,
230,BH9_14_2_01,인플루엔자(독감)1 접종시기-월,
231,BH9_14_2_02,인플루엔자(독감)2 접종시기-월,
232,BH9_14_2_03,인플루엔자(독감)3 접종시기-월,
233,BH9_14_3_01,인플루엔자(독감)1 접종장소,
234,BH9_14_3_02,인플루엔자(독감)2 접종장소,
235,BH9_14_3_03,인플루엔자(독감)3 접종장소,
236,BH9_14_4_01,인플루엔자(독감)1 접종장소_기타상세,
237,BH9_14_4_02,인플루엔자(독감)2 접종장소_기타상세,
238,BH9_14_4_03,인플루엔자(독감)3 접종장소_기타상세,
239,BH1,(성인) 건강검진 수진여부 ,(성인) 건강검진 수진 여부
240,BH1_1,(성인) 건강검진 _본인부담종합,(성인) 건강검진: 본인부담종합
241,BH1_2,(성인) 건강검진 _산업장특수,(성인) 건강검진: 산업장특수
242,BH1_3,(성인) 건강검진 _건강보험,(성인) 건강검진: 건강보험
243,BH1_8,(성인) 건강검진 _무료건강검진,(성인) 건강검진: 무료건강검진
244,BH1_6,(성인) 건강검진 _기타,(성인) 건강검진: 기타
245,BH1_7,(성인) 건강검진 _기타상세,(성인) 건강검진: 기타상세
247,BH2_62,(성인) 암검진_본인부담,(성인) 암검진: 본인부담
248,BH2_63,(성인) 암검진_본인부담특정,(성인) 암검진: 본인부담특정
249,BH2_66,(성인) 암검진_건강보험,(성인) 암검진: 건강보험
250,BH2_67,(성인) 암검진_무료,(성인) 암검진: 무료
251,BH2_64,(성인) 암검진_기타,(성인) 암검진: 기타
252,BH2_65,(성인) 암검진_기타상세,(성인) 암검진: 기타상세
278,LQ4_24,활동제한 사유: 기타 상세,활동제한 사유: 기타상세
279,LQ4_17,"활동제한 사유(소아, 청소년): 언어문제",활동제한 사유(청소년): 언어문제
280,LQ4_18,"활동제한 사유(소아, 청소년): 경련/간질",활동제한 사유(청소년): 경련/간질
281,LQ4_19,"활동제한 사유(소아, 청소년): 기타발달장애",활동제한 사유(청소년): 기타발달장애
282,LQ4_20,"활동제한 사유(소아, 청소년): 주의력결핍 및 과잉행동",활동제한 사유(청소년): 주의력결핍 및 과잉행동
285,LQ3_SB,최근 1년간 와병여부,
286,LQ3_MN,최근 1년간 와병일수,
289,LQ4_AB,최근 1년간 결근여부,
290,LQ4_MN,최근 1년간 결근일수,
291,LQ_1EQL,EuroQoL : 운동능력,EuroQoL: 운동능력
292,LQ_2EQL,EuroQoL : 자기관리,EuroQoL: 자기관리
293,LQ_3EQL,EuroQoL : 일상활동,EuroQoL: 일상활동
294,LQ_4EQL,EuroQoL : 통증/불편,EuroQoL: 통증/불편
295,LQ_5EQL,EuroQoL : 불안/우울,EuroQoL: 불안/우울
297,AC1_YR,1년간 손상 발생여부 ,1년간 손상 발생여부
299,AC3_1_01,손상1 발생시기-년도,손상1 발생시기: 년도
300,AC3_1_02,손상2 발생시기-년도,손상2 발생시기: 년도
301,AC3_1_03,손상3 발생시기-년도,손상3 발생시기: 년도
302,AC3_1_04,손상4 발생시기-년도,손상4 발생시기: 년도
303,AC3_1_05,손상5 발생시기-년도,손상5 발생시기: 년도
304,AC3_1_06,손상6 발생시기-년도,
305,AC3_1_07,손상7 발생시기-년도,
306,AC3_1_08,손상8 발생시기-년도,
307,AC3_1_09,손상9 발생시기-년도,
308,AC3_1_10,손상10 발생시기-년도,
309,AC3_2_01,손상1 발생시기-월,손상1 발생시기: 월
310,AC3_2_02,손상2 발생시기-월,손상2 발생시기: 월
311,AC3_2_03,손상3 발생시기-월,손상3 발생시기: 월
312,AC3_2_04,손상4 발생시기-월,손상4 발생시기: 월
313,AC3_2_05,손상5 발생시기-월,손상5 발생시기: 월
314,AC3_2_06,손상6 발생시기-월,
315,AC3_2_07,손상7 발생시기-월,
316,AC3_2_08,손상8 발생시기-월,
317,AC3_2_09,손상9 발생시기-월,
318,AC3_2_10,손상10 발생시기-월,
319,AC3_3_01,손상1 기전 ,
320,AC3_3_02,손상2 기전,
321,AC3_3_03,손상3 기전,
322,AC3_3_04,손상4 기전,
323,AC3_3_05,손상5 기전,
324,AC3_3_06,손상6 기전,
325,AC3_3_07,손상7 기전,
326,AC3_3_08,손상8 기전,
327,AC3_3_09,손상9 기전,
328,AC3_3_10,손상10 기전,
329,AC3_3E_01,손상1 기전_기타상세,
330,AC3_3E_02,손상2 기전_기타상세,
331,AC3_3E_03,손상3 기전_기타상세,
332,AC3_3E_04,손상4 기전_기타상세,
333,AC3_3E_05,손상5 기전_기타상세,
334,AC3_3E_06,손상6 기전_기타상세,
335,AC3_3E_07,손상7 기전_기타상세,
336,AC3_3E_08,손상8 기전_기타상세,
337,AC3_3E_09,손상9 기전_기타상세,
338,AC3_3E_10,손상10 기전_기타상세,
344,AC8_1_06,손상6 치료,
345,AC8_1_07,손상7 치료,
346,AC8_1_08,손상8 치료,
347,AC8_1_09,손상9 치료,
348,AC8_1_10,손상10 치료,
349,AC8_1E_01,손상1치료_기타상세,손상1 치료: 기타상세
350,AC8_1E_02,손상2치료_기타상세,손상2 치료: 기타상세
351,AC8_1E_03,손상3치료_기타상세,손상3 치료: 기타상세
352,AC8_1E_04,손상4치료_기타상세,손상4 치료: 기타상세
353,AC8_1E_05,손상5치료_기타상세,손상5 치료: 기타상세
354,AC8_1E_06,손상6치료_기타상세,
355,AC8_1E_07,손상7치료_기타상세,
356,AC8_1E_08,손상8치료_기타상세,
357,AC8_1E_09,손상9치료_기타상세,
358,AC8_1E_10,손상10치료_기타상세,
359,AC3_4_01,손상1 의도성 ,
360,AC3_4_02,손상2 의도성 ,
361,AC3_4_03,손상3 의도성 ,
362,AC3_4_04,손상4 의도성 ,
363,AC3_4_05,손상5 의도성 ,
364,AC3_4_06,손상6 의도성 ,
365,AC3_4_07,손상7 의도성 ,
366,AC3_4_08,손상8 의도성 ,
367,AC3_4_09,손상9 의도성 ,
368,AC3_4_10,손상10 의도성 ,
369,AC8_2W_01,손상1 와병여부 ,
370,AC8_2W_02,손상2 와병여부 ,
371,AC8_2W_03,손상3 와병여부 ,
372,AC8_2W_04,손상4 와병여부 ,
373,AC8_2W_05,손상5 와병여부 ,
374,AC8_2W_06,손상6 와병여부 ,
375,AC8_2W_07,손상7 와병여부 ,
376,AC8_2W_08,손상8 와병여부 ,
377,AC8_2W_09,손상9 와병여부 ,
378,AC8_2W_10,손상10 와병여부 ,
379,AC8_2_01,손상1 와병일수 ,
380,AC8_2_02,손상2 와병일수 ,
381,AC8_2_03,손상3 와병일수 ,
382,AC8_2_04,손상4 와병일수 ,
383,AC8_2_05,손상5 와병일수 ,
384,AC8_2_06,손상6 와병일수 ,
385,AC8_2_07,손상7 와병일수 ,
386,AC8_2_08,손상8 와병일수 ,
387,AC8_2_09,손상9 와병일수 ,
388,AC8_2_10,손상10 와병일수 ,
389,AC8_3W_01,손상1 결석여부,
390,AC8_3W_02,손상2 결석여부,
391,AC8_3W_03,손상3 결석여부,
392,AC8_3W_04,손상4 결석여부,
393,AC8_3W_05,손상5 결석여부,
394,AC8_3W_06,손상6 결석여부,
395,AC8_3W_07,손상7 결석여부,
396,AC8_3W_08,손상8 결석여부,
397,AC8_3W_09,손상9 결석여부,
398,AC8_3W_10,손상10 결석여부,
399,AC8_3_01,손상1 결석일수 ,
400,AC8_3_02,손상2 결석일수,
401,AC8_3_03,손상3 결석일수,
402,AC8_3_04,손상4 결석일수,
403,AC8_3_05,손상5 결석일수,
404,AC8_3_06,손상6 결석일수,
405,AC8_3_07,손상7 결석일수,
406,AC8_3_08,손상8 결석일수,
407,AC8_3_09,손상9 결석일수,
408,AC8_3_10,손상10 결석일수,
409,IJ_EXPR,(성인) 연간손상경험률,(성인)연간손상 경험률
413,MO1_1,외래이용 횟수 ,외래이용 횟수
414,EDUC,교육수준 - 학력,교육수준: 학력
415,GRADUAT,교육수준 - 졸업여부,교육수준: 졸업여부
416,H_SCHOOL_T,(청소년) 고등학교 유형,
417,H_SCHOOL_T_1,(청소년)고등학교 유형: 기타상세,
418,CH2_1,(소아) 교육수준 - 학력,(소아)교육수준: 학력
419,CH2_2,(소아) 교육이수 - 졸업여부,(소아)교육이수: 졸업여부
421,EC1_2,미취업 사유,
422,EC1_2_1,미취업사유: 기타상세,
425,EC_STT_2,(취업자) 종사상지위_임금근로자 상세,(취업자) 종사상지위: 임금근로자 상세
426,EC_WH,(취업자) 근로시간제,
430,EC_WHT_6,변형근로시간 : 기타상세,변형근로시간: 기타상세
431,EC_LGW_2,(성인) 최장일자리: 표준직업분류 ,(성인) 최장일자리: 표준직업분류
436,BO1,주관적 체형인식,(만6세이상) 주관적 체형인식
437,BO1_1,1년간 체중 변화 여부,(성인)1년간 체중 변화 여부
438,BO1_2,(성인) 1년간 체중 감소량,(성인)1년간 체중 감소량
439,BO1_3,(성인) 1년간 체중 증가량,(성인)1년간 체중 증가량
440,BO2_1,1년간 체중 조절 여부,(만6세이상) 1년간 체중 조절 여부
442,BO3_02,(성인) 체중조절방법: 단식(24시간이상),체중조절방법: 단식(24시간이상)
445,BO3_05,(성인) 체중조절방법: 임의 체중감량제,체중조절방법: 임의 체중감량제
446,BO3_04,(성인) 체중조절방법: 처방된 체중감량제,체중조절방법: 처방된 체중감량제
447,BO3_12,(성인) 체중조절방법: 한약복용,체중조절방법: 한약복용
451,BO3_11,체중조절방법: 기타 상세,체중조절방법: 기타상세
452,BD1,(만12세이상) 평생음주경험,(만12세이상)평생음주경험
453,BD2,(만12세이상) 음주 시작 연령,(만12세이상)음주 시작 연령
454,BD1_11,(만12세이상) 1년간 음주빈도,(만12세이상)1년간 음주빈도
455,BD2_1,(만12세이상) 한번에 마시는 음주량,(만12세이상)한 번에 마시는 음주량
456,BD2_14,(만12세이상) 한번에 마시는 음주량_잔,(만12세이상) 한 번에 마시는 음주량(잔) 
460,BD7_5,(성인) 1년간 음주문제 상담 여부,(성인)1년간 음주문제 상담 여부
461,BD7_6,(성인) 1년간 타인의 음주로 인한 피해 여부,
468,BD7_67,1년간 타인의 음주로 인한 피해 여부: 기타 상세,1년간 타인의 음주로 인한 피해 여부: 기타상세
471,BA2_13,(만12세 이상) 자동차 앞좌석 안전벨트 착용 여부,(만12세이상) 자동차 앞좌석 안전벨트 착용 여부
472,BA1_3,자전거 헬멧 이용 여부,(소아) 자전거 헬멧 이용 여부
473,BA1_5,오토바이 헬멧 이용 여부,
483,SC_SEATBLT,운전시 안전벨트 착용률,운전 시 안전벨트 착용률
485,BP16_11,(만12세이상) 주중 잠자리에 든 시각_시,
486,BP16_12,(만12세이상) 주중 잠자리에 든 시각_분,
487,BP16_13,(만12세이상) 주중 일어난 시각_시,
488,BP16_14,(만12세이상) 주중 일어난 시각_분,
489,BP16_21,(만12세이상) 주말 잠자리에 든 시각_시,
490,BP16_22,(만12세이상) 주말 잠자리에 든 시각_분,
491,BP16_23,(만12세이상) 주말 일어난 시각_시,
492,BP16_24,(만12세이상) 주말 일어난 시각_분,
493,TOTAL_SLP_WK,(만12세이상) 주중 하루 평균 수면시간,
494,TOTAL_SLP_WD,(만12세이상) 주말 하루 평균 수면시간,
504,MH_PHQ_S,(성인) PHQ-9 점수,PHQ-9 점수
506,BP2,스트레스 원인,
507,BP2_2,스트레스 원인: 기타상세,
514,BS1_1,(성인) 평생흡연 여부,평생 일반담배(궐련) 흡연 여부
515,BS2_1,(성인) 흡연 시작연령,흡연 일반담배(궐련) 시작연령
516,BS2_2,"(성인) 매일 흡연 시작연령1,",
517,BS3_1,(성인) 현재흡연 여부,현재 일반담배(궐련) 흡연 여부
518,BS3_2,(성인) 하루평균 흡연량,하루평균 일반담배(궐련) 흡연량
519,BS3_3,(성인) 가끔흡연자 최근 1달간 흡연일수,가끔흡연자 최근 1달간 일반담배(궐련) 흡연일수
520,BS6_2,(성인) 과거흡연자 흡연기간(월 환산),과거흡연자 일반담배(궐련) 흡연기간 (월 환산)
521,BS6_2_1,(성인) 과거흡연자 흡연기간(연),과거흡연자 일반담배(궐련) 흡연기간 (연)
522,BS6_2_2,(성인) 과거흡연자 흡연기간(월),과거흡연자 일반담배(궐련) 흡연기간 (월)
523,BS6_3,(성인) 과거흡연자 하루평균 흡연량,과거흡연자 하루평균 일반담배(궐련) 흡연량
524,BS6_4,(성인) 과거흡연자 금연기간(월 환산),과거 일반담배(궐련) 흡연자 금연기간 (월 환산)
525,BS6_4_1,(성인) 과거흡연자 금연기간(연),과거 일반담배(궐련) 흡연자 금연기간 (연)
526,BS6_4_2,(성인) 과거흡연자 금연기간(월),과거 일반담배(궐련) 흡연자 금연기간 (월)
527,BS5_4,(성인) 니코틴의존,니코틴의존
528,BS5,(성인) 1년간 하루이상 금연 여부,1년간 하루이상 금연 여부
529,BS5_1,(성인) 1개월내 금연계획,1개월내 금연계획
530,BS5_5,(성인) 니코틴대체용품사용,
531,BS5_21,(성인) 금연방법: 의지로,금연방법: 의지로
532,BS5_28,(성인 금연방법: 금연상담전화(금연콜센터),금연방법: 금연상담전화(금연콜센터)
533,BS5_26,(성인) 금연방법: 보건소 금연클리닉,금연방법: 보건소 금연클리닉
534,BS5_33,(성인) 금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입,금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입
535,BS5_34,(성인) 금연방법: 병의원을 통해 니코틴 대체용품 구입,금연방법: 병의원을 통해 니코틴 대체용품 구입
536,BS5_32,"(성인) 금연방법: 인터넷, 금연길라잡이","금연방법: 인터넷, 금연길라잡이"
537,BS5_29,(성인) 금연방법: 기타,금연방법: 기타
538,BS5_30,(성인) 금연 시도한 적 없음,금연 시도한 적 없음
539,BS5_31,(성인) 금연방법: 기타상세,금연방법: 기타상세
540,BS8_2,(성인) 직장실내 간접흡연 노출 여부,직장실내 간접흡연 노출 여부
541,BS9_2,(만6세이상) 가정실내 간접흡연 노출 여부,가정실내 간접흡연 노출 여부
542,BS13,(만6세이상) 공공기관실내 간접흡연 노출여부,공공장소실내 간접흡연 노출여부
543,BS11,(성인) 금연캠페인 경험여부,
544,BS12_1,(성인) 전자담배 평생사용여부,액상형 전자담배 평생사용여부
545,BS12_2,(성인) 전자담배 현재사용여부,액상형 전자담배 현재사용여부
546,BS12_21,(성인) 전자담배 주된이유,
547,BS12_22,(성인) 전자담배 주된이유: 기타상세,
548,BS12_31,(성인) 평생사용담배종류: 머금는 담배,평생사용담배종류: 머금는 담배
549,BS12_32,(성인) 평생사용담배종류: 물담배,평생사용담배종류: 물담배
550,BS12_33,(성인) 평생사용담배종류: 시가,평생사용담배종류: 시가
551,BS12_37,(성인) 평생사용담배종류: 찐담배,궐련형 전자담배 평생사용여부
552,BS12_34,(성인) 평생사용담배종류: 기타,평생사용담배종류: 기타
553,BS12_35,(성인) 평생사용담배종류: 기타상세,평생사용담배종류: 기타상세
554,BS12_36,(성인) 평생사용담배종류: 피운 적 없음,평생사용담배종류: 피운 적 없음
555,BS12_41,(성인) 현재사용담배종류: 머금는 담배,현재사용담배종류: 머금는 담배
556,BS12_42,(성인) 현재사용담배종류: 물담배,현재사용담배종류: 물담배
557,BS12_43,(성인) 현재사용담배종류: 시가,현재사용담배종류: 시가
558,BS12_47,(성인) 현재사용담배종류: 찐담배,궐련형 전자담배 현재사용여부
559,BS12_44,(성인) 현재사용담배종류: 기타,현재사용담배종류: 기타
560,BS12_45,(성인) 현재사용담배종류: 기타상세,현재사용담배종류: 기타상세
561,BS12_46,(성인) 현재사용담배종류: 피운 적 없음,현재사용담배종류: 피운 적 없음
562,BS10_1,(청소년) 담배 한두 모금 피운 경험,(청소년)담배 한두 모금 피운 경험
563,BS2,(청소년) 담배 한두 모금 피운 연령,(청소년)담배 한두 모금 피운 연령
564,BS10_2,(청소년) 1달간 흡연일수,(청소년)1달간 흡연일수
565,BS10_3,(청소년) 1달간 하루흡연량,(청소년)1달간 하루흡연량
567,BE3_71,일_고강도 신체활동 여부,고강도 신체활동 여부: 일
568,BE3_72,일_고강도 신체활동 일수,고강도 신체활동 일수: 일
569,BE3_73,일_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 일
570,BE3_74,일_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 일
571,BE3_81,일_중강도 신체활동 여부,중강도 신체활동 여부: 일
572,BE3_82,일_중강도 신체활동 일수,중강도 신체활동 일수: 일
573,BE3_83,일_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 일
574,BE3_84,일_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 일
575,BE3_91,장소이동 신체활동 여부,신체활동 여부: 장소이동
576,BE3_92,장소이동 신체활동 일수,신체활동 일수: 장소이동
577,BE3_93,장소이동 신체활동 시간(시간),신체활동 시간(시간): 장소이동
578,BE3_94,장소이동 신체활동 시간(분),신체활동 시간(분): 장소이동
579,BE3_75,여가_고강도 신체활동 여부,고강도 신체활동 여부: 여가
580,BE3_76,여가_고강도 신체활동 일수,고강도 신체활동 일수: 여가
581,BE3_77,여가_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 여가
582,BE3_78,여가_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 여가
583,BE3_85,여가_중강도 신체활동 여부,중강도 신체활동 여부: 여가
584,BE3_86,여가_중강도 신체활동 일수,중강도 신체활동 일수: 여가
585,BE3_87,여가_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 여가
586,BE3_88,여가_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 여가
593,BE9,하루 60분 이상 신체활동 실천 일수,하루 60분 이상 신체활동 실천 일수 (청소년)
595,LW_MS,(만10세이상)월경여부,(만10세이상) 월경여부
599,LW_PR,(만15세이상)임신경험여부,(만15세이상) 임신경험여부
600,LW_PR_1,(만15세이상)임신횟수,(만15세이상) 임신횟수
601,LW_MT,(만15세이상)출산경험,(만15세이상) 출산경험
602,LW_MT_A1,(만15세이상)첫 출산연령,(만15세이상) 첫 출산연령
603,LW_MT_A2,(만15세이상)마지막 출산연령,(만15세이상) 마지막 출산연령
611,HE_HPDG,고혈압 의사진단 여부,
613,HE_DMDG,당뇨병 의사진단 여부,
641,HE_PLS,15초 맥박수,
662,HE_DM,당뇨병 유병여부(19세이상),
669,HE_HBSAG,B형간염표면항원(수치),
674,HE_HCV,C형간염항체(수치),
684,HE_HSCRP,고감도 C반응단백검사,
685,HE_HSCRP_ETC,고감도 C반응단백검사 장비분석범위,
688,HE_FOLATE,엽산,
689,HE_FOLATE_ETC,엽산 장비분석범위,
690,HE_VITA,비타민A,
691,HE_VITE,비타민E,
692,HE_PB,납,
693,HE_HG,수은,
694,HE_CD,카드뮴,
695,HE_NI,니켈,
707,HE_NNAL,NNAL,
708,HE_NNAL_ETC,NNAL 검출한계,
711,HE_UNA_ETC,요나트륨 장비분석범위,
731,O_DTD,우식유치 수 (우식유치 수의 총 합),
732,O_DTP,우식영구치 수 (우식영구치 수의 총 합),
733,O_DID,유치우식유병자 여부,
734,O_DIP,영구치우식유병자 여부,
735,O_DFTD,우식경험유치 수 (우식유치 + 충전유치),
736,O_DMFTP,우식경험영구치 수 (우식영구치+상실영구치+충전영구치),
737,O_DFID,유치우식경험 여부,
738,O_DMFIP,영구치우식경험 여부,
739,O_치아번호B,협면 (Buccal),
740,O_치아번호D,원심면 (Distal),
741,O_치아번호O,교합면 (Occlusal),
742,O_치아번호M,근심면 (Mesial),
743,O_치아번호L,설면/구개면 (Lingual),
744,O_TN치아번호,치료필요,
745,"
O_PROS_U",상악 보철물상태,
746,O_PROS_L,하악 보철물상태,
747,O_IMP_U,상악 임플란트 존재,
748,O_IMP_L,하악 임플란트 존재,
749,O_BR_N_U,상악 고정성가공의치 필요단위 수,
750,O_BR_N_L,하악 고정성가공의치 필요단위 수,
751,O_DENT_U,상악 국소의치 및 총의치 필요,
752,O_DENT_L,하악 국소의치 및 총의치 필요,
753,O_F,치아반점도 (만11세),
754,O_CPI_UR,상악우측 구치부 치주조직상태 (만12세 이상),
755,O_CPI_UM,상악전치부 치주조직상태,
