,변수명,변수설명7,변수설명8
865,L_BR_WHO,최근 1년 동안 아침식사 시 동반대상 ,최근 1년 동안 아침식사 시 동반대상 
866,L_LN_TO,최근 1년 동안 점심식사 시 가족 및 가족 외 사람과의 동반 여부,최근 1년 동안 점심식사 시 가족 및 가족 외 사람과의 동반 여부
867,L_LN_WHO,최근 1년 동안 점심식사 시 동반 대상 ,최근 1년 동안 점심식사 시 동반 대상 
868,L_DN_TO,최근 1년 동안 저녁식사 시 가족 및 가족 외 사람과의 동반 여부,최근 1년 동안 저녁식사 시 가족 및 가족 외 사람과의 동반 여부
869,L_DN_WHO,최근 1년 동안 저녁식사 시 동반 대상 ,최근 1년 동안 저녁식사 시 동반 대상 
870,LS_1YR,최근 1년 동안 2주 이상 식이보충제 복용여부,최근 1년 동안 2주 이상 식이보충제 복용여부
871,LK_EDU,영양교육 여부,영양교육 여부
872,LK_LB_CO,영양표시 인지여부,영양표시 인지여부
873,LK_LB_US,영양표시 이용여부,영양표시 이용여부
874,LK_LB_IT,영양표시 중 관심영양소,영양표시 중 관심영양소
875,LK_LB_EF,영양표시 영향여부,영양표시 영향여부
876,Y_BTH_WT,출생시 체중,출생시 체중
877,Y_MTM_YN,모유 수유 여부,모유 수유 여부
878,Y_MTM_S1,모유 시작시기1차 ,모유 시작시기1차 
879,Y_MTM_S2,모유 시작시기2차 ,모유 시작시기2차 
880,Y_MTM_D1,모유 수유기간1차 ,모유 수유기간1차 
881,Y_MTM_D2,모유 수유기간2차 ,모유 수유기간2차 
882,Y_FM_YN,조제분유 수유 여부,조제분유 수유 여부
883,Y_FM_S1,조제분유 시작시기1차 ,조제분유 시작시기1차 
884,Y_FM_S2,조제분유 시작시기2차 ,조제분유 시작시기2차 
885,Y_FM_D1,조제분유 수유기간1차 ,조제분유 수유기간1차 
886,Y_FM_D2,조제분유 수유기간2차 ,조제분유 수유기간2차 
887,Y_MLK_ST,일반우유(생우유) 시작시기(개월),일반우유(생우유) 시작시기(개월)
888,Y_WN_ST,이유보충식 시작시기(개월),이유보충식 시작시기(개월)
889,Y_SUP_YN,영양제 복용 여부,영양제 복용 여부
890,Y_SUP_KD1,비타민/무기질제 ,비타민/무기질제 
891,Y_SUP_KD3,유산균영양제/정장제,유산균영양제/정장제
892,Y_SUP_KD4,초유영양제,초유영양제
893,Y_SUP_KD7,기타,기타
1302,N_DIET,식사요법여부,식사요법여부
1303,N_DIET_WHY,식사요법이유,식사요법이유
1304,N_DT_DS,식사요법이유_질환,식사요법이유_질환
1305,N_DT_ETC,식사요법이유_기타,식사요법이유_기타
1306,N_DUSUAL,평소식사량과 비교,평소식사량과 비교
1307,N_WAT_C,물섭취량(컵),물섭취량(컵)
1308,N_PRG,임신 및 수유여부(가임기여성),임신 및 수유여부(가임기여성)
1309,N_BFD_Y,모유수유여부(영유아),모유수유여부(영유아)
1310,N_DAY,영양조사요일,영양조사요일
1311,N_MEAL,끼니구분,끼니구분
1312,N_MEAL_T,식사시간,식사시간
1313,N_MEAL_P,식사장소,식사장소
1314,N_MTYPE,매식여부,매식여부
1315,N_MEAL_W,타인동반 여부,타인동반 여부
1316,N_DNAME,음식명,음식명
1317,N_DCODE,음식코드,음식코드
1318,N_CD_VOL,음식의 조리총량(부피),음식의 조리총량(부피)
1319,N_CD_WT,음식의 조리총량(중량),음식의 조리총량(중량)
1320,N_TD_VOL,음식의 섭취량(부피),음식의 섭취량(부피)
1321,N_TD_WT,음식의 섭취량(중량),음식의 섭취량(중량)
1322,N_FCODE,식품코드,식품코드
1323,N_FNAME,식품코드명(한글),식품코드명(한글)
1324,N_ENAME,식품코드명(영문),식품코드명(영문)
1325,N_FD_NS,식품명 및 식품상태,식품명 및 식품상태
1326,N_FM_WT,식품재료량(중량),식품재료량(중량)
1327,N_PRODUCT,제품명,제품명
1328,N_CNAME,제조회사명,제조회사명
1329,N_AP,동식물성 구분,동식물성 구분
1332,N_FCODE3,3차 식품코드,3차 식품코드
1333,N_FNAME3,3차 식품코드명,3차 식품코드명
1334,NF_INTK,식품섭취량,식품섭취량
1335,NF_INTK3,3차 식품코드용 식품섭취량,3차 식품코드용 식품섭취량
1431,LF_secur_y,식품안정성조사 여부,식품안정성조사 여부
1432,LF_BUYER,응답자의 가구 내 식생활관리자 여부,응답자의 가구 내 식생활관리자 여부
1433,LF_SAFE,식생활형편,식생활형편
41,wt_oe,검진구강조사 가중치,구강검사 & 영양조사 가중치
47,house,주택소유여부 ,주택소유여부
49,ainc_unit1,가구총소득(개방형) : 소득단위,가구총소득(개방형): 소득단위
50,ainc_1,가구총소득(개방형) : 소득액,가구총소득(개방형): 소득액
56,npins,민간의료보험가입여부,민간의료보험 가입여부
59,D_1_1,주관적 건강상태,주관적 건강인지
60,D_2_1,최근2주간 몸이 불편했던 경험 유무,"최근2주간 몸이 불편했던 
경험 유무"
67,DI2_dg,이상지질혈증 의사진단 여부 ,이상지질혈증 의사진단 여부
70,DI2_pt,이상지질혈증 치료 ,이상지질혈증 치료
72,DI3_dg,뇌졸중 의사진단여부 ,뇌졸중 의사진단 여부
74,DI3_pr,뇌졸중 현재 유병 여부 ,뇌졸중 현재 유병 여부
75,DI3_pt,뇌졸중 치료 ,뇌졸중 치료
91,DM2_dg,골관절염 의사진단 여부 ,골관절염 의사진단 여부
93,DM2_pr,골관절염 현재 유병 여부 ,골관절염 현재 유병 여부
94,DM2_pt,골관절염 치료 ,골관절염 치료
103,DJ2_dg,폐결핵 의사진단 여부 ,폐결핵 의사진단 여부
105,DJ2_pr,폐결핵 현재 유병 여부 ,폐결핵 현재 유병 여부
106,DJ2_pt,폐결핵 치료 ,폐결핵 치료
109,DJ4_pr,천식 현재 유병 여부 ,천식 현재 유병 여부
114,DE1_pr,당뇨병 현재 유병 여부 ,당뇨병 현재 유병 여부
115,DE1_pt,당뇨병 치료 ,당뇨병 치료
117,DE1_31,당뇨병혈당관리치료_인슐린 주사,당뇨병혈당관리치료: 인슐린 주사
118,DE1_32,당뇨병혈당관리치료_당뇨병약 ,당뇨병혈당관리치료: 당뇨병약 
119,DE1_33,당뇨병혈당관리치료_비약물 요법,당뇨병혈당관리치료: 비약물 요법
120,DE1_34,당뇨병혈당관리치료_기타,당뇨병혈당관리치료:기타
121,DE1_35,당뇨병혈당관리치료_기타상세,당뇨병혈당관리치료: 기타상세
123,DE2_dg,갑상선 질환 의사진단 여부 ,갑상선 질환 의사진단 여부
125,DE2_pr,갑상선 질환 현재 유병 여부 ,갑상선 질환 현재 유병 여부
126,DE2_pt,갑상선 질환 치료 ,갑상선 질환 치료
133,DC2_pr,간암 현재 유병 여부 ,간암 현재 유병 여부
134,DC2_pt,간암 치료 여부 ,간암 치료 여부
137,DC3_pr,대장암 현재 유병 여부 ,대장암 현재 유병 여부
138,DC3_pt,대장암 치료 여부 ,대장암 치료 여부
141,DC4_pr,유방암 현재 유병 여부 ,유방암 현재 유병 여부
142,DC4_pt,유방암 치료 여부 ,유방암 치료 여부
145,DC5_pr,자궁경부암 현재 유병 여부 ,자궁경부암 현재 유병 여부
146,DC5_pt,자궁경부암 치료 여부 ,자궁경부암 치료 여부
149,DC6_pr,폐암 현재 유병 여부 ,폐암 현재 유병 여부
150,DC6_pt,폐암 치료 여부 ,폐암 치료 여부
153,DC7_pr,갑상선암 현재 유병 여부 ,갑상선암 현재 유병 여부
154,DC7_pt,갑상선암 치료 여부 ,갑상선암 치료 여부
155,DC11_tp,기타암1 의 종류 ,기타암1의 종류
158,DC11_pr,기타암1 현재 유병 여부 ,기타암1 현재 유병 여부
159,DC11_pt,기타암1 치료 여부 ,기타암1 치료 여부
160,DC12_tp,기타암2 의 종류 ,기타암2의 종류
163,DC12_pr,기타암2 현재 유병 여부 ,기타암2 현재 유병 여부
164,DC12_pt,기타암2 치료 여부 ,기타암2 치료 여부
165,DF2_dg,우울증 의사진단 여부 ,우울증 의사진단 여부
168,DF2_pt,우울증 치료 ,우울증 치료
171,DL1_pr,아토피피부염 현재 유병 여부 ,아토피피부염 현재 유병 여부
172,DL1_pt,아토피피부염 치료 ,아토피피부염 치료
175,DJ8_pr,알레르기비염 현재 유병 여부 ,알레르기비염 현재 유병 여부
176,DJ8_pt,알레르기비염 치료 ,알레르기비염 치료
201,DK8_dg,B형간염 의사진단 여부 ,B형간염 의사진단 여부
203,DK8_pr,B형간염 현재 유병 여부 ,B형간염 현재 유병 여부
204,DK8_pt,B형간염 치료 ,B형간염 치료
205,DK9_dg,C형간염 의사진단 여부 ,C형간염 의사진단 여부
207,DK9_pr,C형간염 현재유병 여부 ,C형간염 현재 유병 여부
208,DK9_pt,C형간염 치료 ,C형간염 치료
209,DK4_dg,간경변증 의사진단 여부 ,간경변증 의사진단 여부
211,DK4_pr,간경변증 현재유병 여부 ,간경변증 현재 유병 여부
212,DK4_pt,간경변증 치료 ,간경변증 치료
215,DF1_yd,주의력결핍장애 의사진단,"(소아, 청소년) 주의력결핍장애 의사진단 여부"
216,DF1_ya,주의력결핍장애 진단연령,"(소아, 청소년) 주의력결핍장애 진단연령"
219,DJ9_yd,폐렴 의사진단,"(소아, 청소년) 폐렴 의사진단 여부"
220,DJ9_ya,폐렴 진단연령,"(소아, 청소년) 폐렴 진단연령"
222,M_2_rs,필요 의료서비스 미충족 사유 ,필요 의료서비스 미충족 사유
223,M_2_et,필요 의료서비스 미충족 사유_기타,필요 의료서비스 미충족 사유: 기타상세
225,BH9_11,인플루엔자(독감) 예방접종 여부 ,인플루엔자(독감) 예방접종 여부
239,BH1,(성인) 건강검진 수진여부 ,(성인) 건강검진 수진 여부
240,BH1_1,(성인) 건강검진 _본인부담종합,(성인) 건강검진: 본인부담종합
241,BH1_2,(성인) 건강검진 _산업장특수,(성인) 건강검진: 산업장특수
242,BH1_3,(성인) 건강검진 _건강보험,(성인) 건강검진: 건강보험
243,BH1_8,(성인) 건강검진 _무료건강검진,(성인) 건강검진: 무료건강검진
244,BH1_6,(성인) 건강검진 _기타,(성인) 건강검진: 기타
245,BH1_7,(성인) 건강검진 _기타상세,(성인) 건강검진: 기타상세
247,BH2_62,(성인) 암검진_본인부담,(성인) 암검진: 본인부담
248,BH2_63,(성인) 암검진_본인부담특정,(성인) 암검진: 본인부담특정
249,BH2_66,(성인) 암검진_건강보험,(성인) 암검진: 건강보험
250,BH2_67,(성인) 암검진_무료,(성인) 암검진: 무료
251,BH2_64,(성인) 암검진_기타,(성인) 암검진: 기타
252,BH2_65,(성인) 암검진_기타상세,(성인) 암검진: 기타상세
278,LQ4_24,활동제한 사유: 기타 상세,활동제한 사유: 기타상세
279,LQ4_17,"활동제한 사유(소아, 청소년): 언어문제",활동제한 사유(청소년): 언어문제
280,LQ4_18,"활동제한 사유(소아, 청소년): 경련/간질",활동제한 사유(청소년): 경련/간질
281,LQ4_19,"활동제한 사유(소아, 청소년): 기타발달장애",활동제한 사유(청소년): 기타발달장애
282,LQ4_20,"활동제한 사유(소아, 청소년): 주의력결핍 및 과잉행동",활동제한 사유(청소년): 주의력결핍 및 과잉행동
291,LQ_1EQL,EuroQoL : 운동능력,EuroQoL: 운동능력
292,LQ_2EQL,EuroQoL : 자기관리,EuroQoL: 자기관리
293,LQ_3EQL,EuroQoL : 일상활동,EuroQoL: 일상활동
294,LQ_4EQL,EuroQoL : 통증/불편,EuroQoL: 통증/불편
295,LQ_5EQL,EuroQoL : 불안/우울,EuroQoL: 불안/우울
297,AC1_yr,1년간 손상 발생여부 ,1년간 손상 발생여부
299,AC3_1_01,손상1 발생시기-년도,손상1 발생시기: 년도
300,AC3_1_02,손상2 발생시기-년도,손상2 발생시기: 년도
301,AC3_1_03,손상3 발생시기-년도,손상3 발생시기: 년도
302,AC3_1_04,손상4 발생시기-년도,손상4 발생시기: 년도
303,AC3_1_05,손상5 발생시기-년도,손상5 발생시기: 년도
309,AC3_2_01,손상1 발생시기-월,손상1 발생시기: 월
310,AC3_2_02,손상2 발생시기-월,손상2 발생시기: 월
311,AC3_2_03,손상3 발생시기-월,손상3 발생시기: 월
312,AC3_2_04,손상4 발생시기-월,손상4 발생시기: 월
313,AC3_2_05,손상5 발생시기-월,손상5 발생시기: 월
349,AC8_1e_01,손상1치료_기타상세,손상1 치료: 기타상세
350,AC8_1e_02,손상2치료_기타상세,손상2 치료: 기타상세
351,AC8_1e_03,손상3치료_기타상세,손상3 치료: 기타상세
352,AC8_1e_04,손상4치료_기타상세,손상4 치료: 기타상세
353,AC8_1e_05,손상5치료_기타상세,손상5 치료: 기타상세
409,ij_expr,(성인) 연간손상경험률,(성인)연간손상 경험률
413,MO1_1,외래이용 횟수 ,외래이용 횟수
414,educ,교육수준 - 학력,교육수준: 학력
415,graduat,교육수준 - 졸업여부,교육수준: 졸업여부
418,CH2_1,(소아) 교육수준 - 학력,(소아)교육수준: 학력
419,CH2_2,(소아) 교육이수 - 졸업여부,(소아)교육이수: 졸업여부
425,EC_stt_2,(취업자) 종사상지위_임금근로자 상세,(취업자) 종사상지위: 임금근로자 상세
430,EC_wht_6,변형근로시간 : 기타상세,변형근로시간: 기타상세
431,EC_lgw_2,(성인) 최장일자리: 표준직업분류 ,(성인) 최장일자리: 표준직업분류
436,BO1,주관적 체형인식,(만6세이상) 주관적 체형인식
437,BO1_1,1년간 체중 변화 여부,(성인)1년간 체중 변화 여부
438,BO1_2,(성인) 1년간 체중 감소량,(성인)1년간 체중 감소량
439,BO1_3,(성인) 1년간 체중 증가량,(성인)1년간 체중 증가량
440,BO2_1,1년간 체중 조절 여부,(만6세이상) 1년간 체중 조절 여부
442,BO3_02,(성인) 체중조절방법: 단식(24시간이상),체중조절방법: 단식(24시간이상)
445,BO3_05,(성인) 체중조절방법: 임의 체중감량제,체중조절방법: 임의 체중감량제
446,BO3_04,(성인) 체중조절방법: 처방된 체중감량제,체중조절방법: 처방된 체중감량제
447,BO3_12,(성인) 체중조절방법: 한약복용,체중조절방법: 한약복용
451,BO3_11,체중조절방법: 기타 상세,체중조절방법: 기타상세
452,BD1,(만12세이상) 평생음주경험,(만12세이상)평생음주경험
453,BD2,(만12세이상) 음주 시작 연령,(만12세이상)음주 시작 연령
454,BD1_11,(만12세이상) 1년간 음주빈도,(만12세이상)1년간 음주빈도
455,BD2_1,(만12세이상) 한번에 마시는 음주량,(만12세이상)한 번에 마시는 음주량
456,BD2_14,(만12세이상) 한번에 마시는 음주량_잔,(만12세이상) 한 번에 마시는 음주량(잔) 
460,BD7_5,(성인) 1년간 음주문제 상담 여부,(성인)1년간 음주문제 상담 여부
468,BD7_67,1년간 타인의 음주로 인한 피해 여부: 기타 상세,1년간 타인의 음주로 인한 피해 여부: 기타상세
471,BA2_13,(만12세 이상) 자동차 앞좌석 안전벨트 착용 여부,(만12세이상) 자동차 앞좌석 안전벨트 착용 여부
472,BA1_3,자전거 헬멧 이용 여부,(소아) 자전거 헬멧 이용 여부
483,sc_seatblt,운전시 안전벨트 착용률,운전 시 안전벨트 착용률
504,mh_PHQ_S,(성인) PHQ-9 점수,PHQ-9 점수
514,BS1_1,(성인) 평생흡연 여부,평생 일반담배(궐련) 흡연 여부
515,BS2_1,(성인) 흡연 시작연령,흡연 일반담배(궐련) 시작연령
517,BS3_1,(성인) 현재흡연 여부,현재 일반담배(궐련) 흡연 여부
518,BS3_2,(성인) 하루평균 흡연량,하루평균 일반담배(궐련) 흡연량
519,BS3_3,(성인) 가끔흡연자 최근 1달간 흡연일수,가끔흡연자 최근 1달간 일반담배(궐련) 흡연일수
520,BS6_2,(성인) 과거흡연자 흡연기간(월 환산),과거흡연자 일반담배(궐련) 흡연기간 (월 환산)
521,BS6_2_1,(성인) 과거흡연자 흡연기간(연),과거흡연자 일반담배(궐련) 흡연기간 (연)
522,BS6_2_2,(성인) 과거흡연자 흡연기간(월),과거흡연자 일반담배(궐련) 흡연기간 (월)
523,BS6_3,(성인) 과거흡연자 하루평균 흡연량,과거흡연자 하루평균 일반담배(궐련) 흡연량
524,BS6_4,(성인) 과거흡연자 금연기간(월 환산),과거 일반담배(궐련) 흡연자 금연기간 (월 환산)
525,BS6_4_1,(성인) 과거흡연자 금연기간(연),과거 일반담배(궐련) 흡연자 금연기간 (연)
526,BS6_4_2,(성인) 과거흡연자 금연기간(월),과거 일반담배(궐련) 흡연자 금연기간 (월)
527,BS5_4,(성인) 니코틴의존,니코틴의존
528,BS5,(성인) 1년간 하루이상 금연 여부,1년간 하루이상 금연 여부
529,BS5_1,(성인) 1개월내 금연계획,1개월내 금연계획
531,BS5_21,(성인) 금연방법: 의지로,금연방법: 의지로
532,BS5_28,(성인 금연방법: 금연상담전화(금연콜센터),금연방법: 금연상담전화(금연콜센터)
533,BS5_26,(성인) 금연방법: 보건소 금연클리닉,금연방법: 보건소 금연클리닉
534,BS5_33,(성인) 금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입,금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입
535,BS5_34,(성인) 금연방법: 병의원을 통해 니코틴 대체용품 구입,금연방법: 병의원을 통해 니코틴 대체용품 구입
536,BS5_32,"(성인) 금연방법: 인터넷, 금연길라잡이","금연방법: 인터넷, 금연길라잡이"
537,BS5_29,(성인) 금연방법: 기타,금연방법: 기타
538,BS5_30,(성인) 금연 시도한 적 없음,금연 시도한 적 없음
539,BS5_31,(성인) 금연방법: 기타상세,금연방법: 기타상세
540,BS8_2,(성인) 직장실내 간접흡연 노출 여부,직장실내 간접흡연 노출 여부
541,BS9_2,(만6세이상) 가정실내 간접흡연 노출 여부,가정실내 간접흡연 노출 여부
542,BS13,(만6세이상) 공공기관실내 간접흡연 노출여부,공공장소실내 간접흡연 노출여부
548,BS12_31,(성인) 평생사용담배종류: 머금는 담배,평생사용담배종류: 머금는 담배
549,BS12_32,(성인) 평생사용담배종류: 물담배,평생사용담배종류: 물담배
550,BS12_33,(성인) 평생사용담배종류: 시가,평생사용담배종류: 시가
552,BS12_34,(성인) 평생사용담배종류: 기타,평생사용담배종류: 기타
553,BS12_35,(성인) 평생사용담배종류: 기타상세,평생사용담배종류: 기타상세
554,BS12_36,(성인) 평생사용담배종류: 피운 적 없음,평생사용담배종류: 피운 적 없음
555,BS12_41,(성인) 현재사용담배종류: 머금는 담배,현재사용담배종류: 머금는 담배
556,BS12_42,(성인) 현재사용담배종류: 물담배,현재사용담배종류: 물담배
557,BS12_43,(성인) 현재사용담배종류: 시가,현재사용담배종류: 시가
559,BS12_44,(성인) 현재사용담배종류: 기타,현재사용담배종류: 기타
560,BS12_45,(성인) 현재사용담배종류: 기타상세,현재사용담배종류: 기타상세
561,BS12_46,(성인) 현재사용담배종류: 피운 적 없음,현재사용담배종류: 피운 적 없음
562,BS10_1,(청소년) 담배 한두 모금 피운 경험,(청소년)담배 한두 모금 피운 경험
563,BS2,(청소년) 담배 한두 모금 피운 연령,(청소년)담배 한두 모금 피운 연령
564,BS10_2,(청소년) 1달간 흡연일수,(청소년)1달간 흡연일수
565,BS10_3,(청소년) 1달간 하루흡연량,(청소년)1달간 하루흡연량
567,BE3_71,일_고강도 신체활동 여부,고강도 신체활동 여부: 일
568,BE3_72,일_고강도 신체활동 일수,고강도 신체활동 일수: 일
569,BE3_73,일_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 일
570,BE3_74,일_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 일
571,BE3_81,일_중강도 신체활동 여부,중강도 신체활동 여부: 일
572,BE3_82,일_중강도 신체활동 일수,중강도 신체활동 일수: 일
573,BE3_83,일_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 일
574,BE3_84,일_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 일
575,BE3_91,장소이동 신체활동 여부,신체활동 여부: 장소이동
576,BE3_92,장소이동 신체활동 일수,신체활동 일수: 장소이동
577,BE3_93,장소이동 신체활동 시간(시간),신체활동 시간(시간): 장소이동
578,BE3_94,장소이동 신체활동 시간(분),신체활동 시간(분): 장소이동
579,BE3_75,여가_고강도 신체활동 여부,고강도 신체활동 여부: 여가
580,BE3_76,여가_고강도 신체활동 일수,고강도 신체활동 일수: 여가
581,BE3_77,여가_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 여가
582,BE3_78,여가_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 여가
583,BE3_85,여가_중강도 신체활동 여부,중강도 신체활동 여부: 여가
584,BE3_86,여가_중강도 신체활동 일수,중강도 신체활동 일수: 여가
585,BE3_87,여가_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 여가
586,BE3_88,여가_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 여가
593,BE9,하루 60분 이상 신체활동 실천 일수,하루 60분 이상 신체활동 실천 일수 (청소년)
595,LW_ms,(만10세이상)월경여부,(만10세이상) 월경여부
599,LW_pr,(만15세이상)임신경험여부,(만15세이상) 임신경험여부
600,LW_pr_1,(만15세이상)임신횟수,(만15세이상) 임신횟수
601,LW_mt,(만15세이상)출산경험,(만15세이상) 출산경험
602,LW_mt_a1,(만15세이상)첫 출산연령,(만15세이상) 첫 출산연령
603,LW_mt_a2,(만15세이상)마지막 출산연령,(만15세이상) 마지막 출산연령
715,HE_fvcp,노력성 폐활량 (정상추정치와의 비율),노력성 폐활량
777,BM2_5,"사용용품: 기타(워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품)","사용용품: 워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품"
790,MO4_4,"진료항목: 구강검사 (시진, X-ray 촬영 등)",진료항목: 구강검사
791,MO4_9,진료항목: 잇몸병 치료 (잇몸수술 포함),진료항목: 잇몸병 치료
792,MO4_7,진료항목: 단순 충치치료 (치아충전),진료항목: 단순 충치치료
794,MO4_17,"진료항목: 예방치료 (실란트, 불소도포, 단순 스케일링 등)",진료항목: 예방치료
795,MO4_11,진료항목: 발치 또는 구강내수술 (유치가 흔들려서 빼는 것은 제외),진료항목: 발치 또는 구강내 수술
797,MO4_18,"진료항목: 보철물 제작,수리 (브릿지, 임플란트, 틀니 등의 보철물)","진료항목: 보철물 제작,수리"
798,MO4_15,"진료항목: 기타 (교정치료, 심미치료 등)",진료항목: 기타
802,T_ex,이비인후검사 설문 및 검진 여부,이비인후검사 설문 및 검진여부
805,T_Q_VN,이명 여부,이명경험
1330,N_KINDG1,식품군 분류1,식품군 분류
1336,NF_EN,에너지,에너지 섭취량(kcal)
1337,NF_WATER,수분,수분 섭취량(g)
1338,NF_PROT,단백질,단백질 섭취량(g)
1339,NF_FAT,지방,지방 섭취량(g)
1340,NF_SFA,포화지방산,포화지방산 섭취량(g)
1341,NF_MUFA,단일불포화지방산,단일불포화지방산 섭취량(g)
1342,NF_PUFA,다가불포화지방산,다가불포화지방산 섭취량(g)
1343,NF_N3,n-3계 지방산,n-3계 지방산 섭취량(g)
1344,NF_N6,n-6계 지방산,n-6계 지방산 섭취량(g)
1345,NF_10_0,카프르산,카프르산 섭취량(mg)
1346,NF_12_0,라우르산,라우르산 섭취량(mg)
1347,NF_14_0,미리스트산,미리스트산 섭취량(mg)
1348,NF_16_0,팔미트산,팔미트산 섭취량(mg)
1349,NF_18_0,스테아르산,스테아르산 섭취량(mg)
1350,NF_20_0,아라키드산,아라키드산 섭취량(mg)
1351,NF_22_0,베헨산,베헨산 섭취량(mg)
1352,NF_24_0,리그노세르산,리그노세르산 섭취량(mg)
1353,NF_14_1,미리스톨레산,미리스톨레산 섭취량(mg)
1354,NF_16_1,팔미톨레산,팔미톨레산 섭취량(mg)
1355,NF_18_1,올레산,올레산 섭취량(mg)
1356,NF_20_1,에이코센산,에이코센산 섭취량(mg)
1357,NF_22_1,에루크산,에루크산 섭취량(mg)
1358,NF_24_1,네르본산,네르본산 섭취량(mg)
1359,NF_18_2N6,리놀레산,리놀레산 섭취량(mg)
1360,NF_18_3N3,알파리놀렌산,알파리놀렌산 섭취량(mg)
1361,NF_18_3N6,감마리놀렌산,감마리놀렌산 섭취량(mg)
1362,NF_18_4,스테아리돈산,스테아리돈산 섭취량(mg)
1363,NF_20_2,에이코사디엔산,에이코사디엔산 섭취량(mg)
1364,NF_20_3N6,디호모감마리놀렌산,디호모감마리놀렌산 섭취량(mg)
1365,NF_20_4N6,아라키돈산,아라키돈산 섭취량(mg)
1366,NF_20_5N3,에이코사펜타엔산,에이코사펜타엔산 섭취량(mg)
1367,NF_22_2,도코사디엔산,도코사디엔산 섭취량(mg)
1368,NF_22_5,도코사펜타엔산,도코사펜타엔산 섭취량(mg)
1369,NF_22_6N3,도코사헥사엔산,도코사헥사엔산 섭취량(mg)
1370,NF_CHOL,콜레스테롤,콜레스테롤 섭취량(mg)
1371,NF_CHO,탄수화물,탄수화물 섭취량(g)
1372,NF_TDF,식이섬유,식이섬유 섭취량(g)
1373,NF_SUGAR,당,당 섭취량(g)
1374,NF_CA,칼슘,칼슘 섭취량(mg)
1375,NF_PHOS,인,인 섭취량(mg)
1376,NF_FE,철,철 섭취량(mg)
1377,NF_NA,나트륨,나트륨 섭취량(mg)
1378,NF_K,칼륨,칼륨 섭취량(mg)
1380,NF_VA_RAE,비타민A (레티놀 활성 당량),비타민A(레티놀 활성 당량) 섭취량(μgRAE)
1381,NF_CAROT,베타카로틴,베타카로틴 섭취량(μg)
1382,NF_RETIN,레티놀,레티놀 섭취량(μg)
1383,NF_B1,티아민,티아민 섭취량(mg)
1384,NF_B2,리보플라빈,리보플라빈 섭취량(mg)
1385,NF_NIAC,나이아신,나이아신 섭취량(mg)
1386,NF_FOLATE,엽산,엽산 섭취량(μgDFE)
1387,NF_VITC,비타민C,비타민C 섭취량(mg)
1403,N_INTK,식품섭취량,1일 식품섭취량(g)
1404,N_EN,에너지,1일 에너지 섭취량(kcal)
1405,N_WATER,수분,1일 수분 섭취량(g)
1406,N_PROT,단백질,1일 단백질 섭취량(g)
1407,N_FAT,지방,1일 지방 섭취량(g)
1408,N_SFA,포화지방산,1일 포화지방산 섭취량(g)
1409,N_MUFA,단일불포화지방산,1일 단일불포화지방산 섭취량(g)
1410,N_PUFA,다가불포화지방산,1일 다가불포화지방산 섭취량(g)
1411,N_N3,n-3계 지방산,1일 n-3계 지방산 섭취량(g)
1412,N_N6,n-6계 지방산,1일 n-6계 지방산 섭취량(g)
1413,N_CHOL,콜레스테롤,1일 콜레스테롤 섭취량(mg)
1414,N_CHO,탄수화물,1일 탄수화물 섭취량(g)
1415,N_TDF,식이섬유,1일 식이섬유 섭취량(g)
1416,N_SUGAR,당,1일 당 섭취량(g)
1417,N_CA,칼슘,1일 칼슘 섭취량(mg)
1418,N_PHOS,인,1일 인 섭취량(mg)
1419,N_FE,철,1일 철 섭취량(mg)
1420,N_NA,나트륨,1일 나트륨 섭취량(mg)
1421,N_K,칼륨,1일 칼륨 섭취량(mg)
1423,N_VA_RAE,비타민A (레티놀 활성 당량),비타민A(레티놀 활성 당량) 섭취량(μgRAE)
1424,N_CAROT,베타카로틴,1일 베타카로틴 섭취량(μg)
1425,N_RETIN,레티놀,1일 레티놀 섭취량(μg)
1426,N_B1,티아민,1일 티아민 섭취량(mg)
1427,N_B2,리보플라빈,1일 리보플라빈 섭취량(mg)
1428,N_NIAC,나이아신,1일 나이아신 섭취량(mg)
1429,N_FOLATE,엽산,1일 엽산 섭취량(μgDFE)
1430,N_VITC,비타민C,1일 비타민C 섭취량(mg)
