,변수명,변수설명
161,DC12_dg,기타암2 의사진단 여부
162,DC12_ag,기타암2 진단시기
163,DC12_pr,기타암2 현재 유병 여부 
164,DC12_pt,기타암2 치료 여부 
165,DF2_dg,우울증 의사진단 여부 
166,DF2_ag,우울증 진단시기
167,DF2_pr,우울증 현재 유병 여부
168,DF2_pt,우울증 치료 
169,DL1_dg,아토피피부염 의사진단 여부
170,DL1_ag,아토피피부염 진단시기
171,DL1_pr,아토피피부염 현재 유병 여부 
172,DL1_pt,아토피피부염 치료 
173,DJ8_dg,알레르기비염 의사진단 여부
174,DJ8_ag,알레르기비염 진단시기
175,DJ8_pr,알레르기비염 현재 유병 여부 
176,DJ8_pt,알레르기비염 치료 
177,DJ6_dg,부비동염 의사진단 여부
178,DJ6_ag,부비동염 진단시기
179,DJ6_pr,부비동염 현재 유병 여부
180,DJ6_pt,부비동염 치료
181,DH4_dg,중이염 의사진단 여부
182,DH4_ag,중이염 진단시기
183,DH4_pr,중이염 현재 유병 여부
184,DH4_pt,중이염 치료
185,DH2_dg,백내장 의사진단 여부
186,DH2_ag,백내장 진단시기
187,DH2_pr,백내장 현재 유병 여부
188,DH2_pt,백내장 치료
189,DH3_dg,녹내장 의사진단 여부
190,DH3_ag,녹내장 진단시기
191,DH3_pr,녹내장 현재 유병 여부
192,DH3_pt,녹내장 치료
193,DH6_dg,황반변성 의사진단 여부
194,DH6_ag,황반변성 진단시기
195,DH6_pr,황반변성 현재 유병 여부
196,DH6_pt,황반변성 치료
197,DN1_dg,신부전 의사진단 여부 
198,DN1_ag,신부전 진단시기
199,DN1_pr,신부전 현재 유병 여부 
200,DN1_pt,신부전 치료 
201,DK8_dg,B형간염 의사진단 여부 
202,DK8_ag,B형간염 진단시기
203,DK8_pr,B형간염 현재 유병 여부 
204,DK8_pt,B형간염 치료 
205,DK9_dg,C형간염 의사진단 여부 
206,DK9_ag,C형간염 진단시기
207,DK9_pr,C형간염 현재유병 여부 
208,DK9_pt,C형간염 치료 
209,DK4_dg,간경변증 의사진단 여부 
210,DK4_ag,간경변증 진단시기
211,DK4_pr,간경변증 현재유병 여부 
212,DK4_pt,간경변증 치료 
213,DI9_yd,선천성심장질환 의사진단
214,DI9_ya,선천성심장질환 진단연령
215,DF1_yd,주의력결핍장애 의사진단
216,DF1_ya,주의력결핍장애 진단연령
217,DN6_yd,요로감염 의사진단
218,DN6_ya,요로감염 진단연령
219,DJ9_yd,폐렴 의사진단
220,DJ9_ya,폐렴 진단연령
221,M_2_yr,필요 의료서비스 미충족 여부
222,M_2_rs,필요 의료서비스 미충족 사유 
223,M_2_et,필요 의료서비스 미충족 사유_기타
224,mt_nontrt,연간미충족여부(병의원)
225,BH9_11,인플루엔자(독감) 예방접종 여부 
226,BH9_13,인플루엔자(독감) 예방접종 횟수
227,BH9_14_1_01,인플루엔자(독감)1 접종시기-년도
228,BH9_14_1_02,인플루엔자(독감)2 접종시기-년도
229,BH9_14_1_03,인플루엔자(독감)3 접종시기-년도
230,BH9_14_2_01,인플루엔자(독감)1 접종시기-월
231,BH9_14_2_02,인플루엔자(독감)2 접종시기-월
232,BH9_14_2_03,인플루엔자(독감)3 접종시기-월
233,BH9_14_3_01,인플루엔자(독감)1 접종장소
234,BH9_14_3_02,인플루엔자(독감)2 접종장소
235,BH9_14_3_03,인플루엔자(독감)3 접종장소
236,BH9_14_4_01,인플루엔자(독감)1 접종장소_기타상세
237,BH9_14_4_02,인플루엔자(독감)2 접종장소_기타상세
238,BH9_14_4_03,인플루엔자(독감)3 접종장소_기타상세
239,BH1,(성인) 건강검진 수진여부 
240,BH1_1,(성인) 건강검진 _본인부담종합
241,BH1_2,(성인) 건강검진 _산업장특수
242,BH1_3,(성인) 건강검진 _건강보험
243,BH1_8,(성인) 건강검진 _무료건강검진
244,BH1_6,(성인) 건강검진 _기타
245,BH1_7,(성인) 건강검진 _기타상세
246,BH2_61,(성인) 2년간 암검진 여부 
247,BH2_62,(성인) 암검진_본인부담
248,BH2_63,(성인) 암검진_본인부담특정
249,BH2_66,(성인) 암검진_건강보험
250,BH2_67,(성인) 암검진_무료
251,BH2_64,(성인) 암검진_기타
252,BH2_65,(성인) 암검진_기타상세
253,LQ4_00,활동제한 여부
254,LQ4_01,"활동제한 사유: 골절, 관절부상"
255,LQ4_02,활동제한 사유: 기타 손상
256,LQ4_03,"활동제한 사유(성인): 관절염, 류마티즘"
257,LQ4_04,활동제한 사유: 심장질환
258,LQ4_05,"활동제한 사유: 호흡문제, 폐질환, 천식"
259,LQ4_06,활동제한 사유(성인): 뇌졸중
260,LQ4_07,활동제한 사유(성인): 당뇨병
261,LQ4_08,활동제한 사유(성인): 고혈압
262,LQ4_09,"활동제한 사유(성인): 등, 목의 문제"
263,LQ4_10,활동제한 사유(성인): 암
264,LQ4_11,활동제한 사유: 치아 및 구강질환
265,LQ4_12,활동제한 사유: 시력문제
266,LQ4_13,활동제한 사유: 청각문제
267,LQ4_14,활동제한 사유(성인): 치매
268,LQ4_15,활동제한 사유: 우울/불안/정서상 문제
269,LQ4_16,활동제한 사유: 정신지체
270,LQ4_21,활동제한 사유(성인): 비만
271,LQ4_22,활동제한 사유(성인): 노령
272,LQ4_25,활동제한 사유(성인): 신부전
273,LQ4_26,활동제한 사유(성인): 어지럼증
274,LQ4_27,활동제한 사유(성인): 위장장애
275,LQ4_28,"활동제한 사유(성인): 무릎, 다리통증(관절염 제외)"
276,LQ4_29,활동제한 사유(성인): 두통
277,LQ4_23,활동제한 사유: 기타
278,LQ4_24,활동제한 사유: 기타 상세
279,LQ4_17,"활동제한 사유(소아, 청소년): 언어문제"
280,LQ4_18,"활동제한 사유(소아, 청소년): 경련/간질"
281,LQ4_19,"활동제한 사유(소아, 청소년): 기타발달장애"
282,LQ4_20,"활동제한 사유(소아, 청소년): 주의력결핍 및 과잉행동"
283,LQ1_sb,최근 1달간 와병여부
284,LQ1_mn,최근 1달간 와병일수
285,LQ3_sb,최근 1년간 와병여부
286,LQ3_mn,최근 1년간 와병일수
287,LQ2_ab,최근 1달간 결근여부
288,LQ2_mn,최근 1달간 결근일수
289,LQ4_ab,최근 1년간 결근여부
290,LQ4_mn,최근 1년간 결근일수
291,LQ_1EQL,EuroQoL : 운동능력
292,LQ_2EQL,EuroQoL : 자기관리
293,LQ_3EQL,EuroQoL : 일상활동
294,LQ_4EQL,EuroQoL : 통증/불편
295,LQ_5EQL,EuroQoL : 불안/우울
296,EQ5D,EQ-5D index***
297,AC1_yr,1년간 손상 발생여부 
298,AC3,손상 횟수
299,AC3_1_01,손상1 발생시기-년도
300,AC3_1_02,손상2 발생시기-년도
301,AC3_1_03,손상3 발생시기-년도
302,AC3_1_04,손상4 발생시기-년도
303,AC3_1_05,손상5 발생시기-년도
304,AC3_1_06,손상6 발생시기-년도
305,AC3_1_07,손상7 발생시기-년도
306,AC3_1_08,손상8 발생시기-년도
307,AC3_1_09,손상9 발생시기-년도
308,AC3_1_10,손상10 발생시기-년도
309,AC3_2_01,손상1 발생시기-월
310,AC3_2_02,손상2 발생시기-월
311,AC3_2_03,손상3 발생시기-월
312,AC3_2_04,손상4 발생시기-월
313,AC3_2_05,손상5 발생시기-월
314,AC3_2_06,손상6 발생시기-월
315,AC3_2_07,손상7 발생시기-월
316,AC3_2_08,손상8 발생시기-월
317,AC3_2_09,손상9 발생시기-월
318,AC3_2_10,손상10 발생시기-월
319,AC3_3_01,손상1 기전 
320,AC3_3_02,손상2 기전
321,AC3_3_03,손상3 기전
322,AC3_3_04,손상4 기전
323,AC3_3_05,손상5 기전
324,AC3_3_06,손상6 기전
325,AC3_3_07,손상7 기전
326,AC3_3_08,손상8 기전
327,AC3_3_09,손상9 기전
328,AC3_3_10,손상10 기전
329,AC3_3e_01,손상1 기전_기타상세
330,AC3_3e_02,손상2 기전_기타상세
331,AC3_3e_03,손상3 기전_기타상세
332,AC3_3e_04,손상4 기전_기타상세
333,AC3_3e_05,손상5 기전_기타상세
334,AC3_3e_06,손상6 기전_기타상세
335,AC3_3e_07,손상7 기전_기타상세
336,AC3_3e_08,손상8 기전_기타상세
337,AC3_3e_09,손상9 기전_기타상세
338,AC3_3e_10,손상10 기전_기타상세
339,AC8_1_01,손상1 치료
340,AC8_1_02,손상2 치료
341,AC8_1_03,손상3 치료
342,AC8_1_04,손상4 치료
343,AC8_1_05,손상5 치료
344,AC8_1_06,손상6 치료
345,AC8_1_07,손상7 치료
346,AC8_1_08,손상8 치료
347,AC8_1_09,손상9 치료
348,AC8_1_10,손상10 치료
349,AC8_1e_01,손상4치료_기타상세
350,AC8_1e_05,손상5치료_기타상세
351,AC8_1e_06,손상6치료_기타상세
352,AC8_1e_07,손상7치료_기타상세
353,AC8_1e_08,손상8치료_기타상세
354,AC8_1e_09,손상9치료_기타상세
355,AC8_1e_10,손상10치료_기타상세
356,AC3_4_01,손상1 의도성 
357,AC3_4_02,손상2 의도성 
358,AC3_4_03,손상3 의도성 
359,AC3_4_04,손상4 의도성 
360,AC3_4_05,손상5 의도성 
361,AC3_4_06,손상6 의도성 
362,AC3_4_07,손상7 의도성 
363,AC3_4_08,손상8 의도성 
364,AC3_4_09,손상9 의도성 
365,AC3_4_10,손상10 의도성 
366,AC8_2w_01,손상1 와병여부 
367,AC8_2w_02,손상2 와병여부 
368,AC8_2w_03,손상3 와병여부 
369,AC8_2w_04,손상4 와병여부 
370,AC8_2w_05,손상5 와병여부 
371,AC8_2w_06,손상6 와병여부 
372,AC8_2w_07,손상7 와병여부 
373,AC8_2w_08,손상8 와병여부 
374,AC8_2w_09,손상9 와병여부 
375,AC8_2w_10,손상10 와병여부 
376,AC8_2_01,손상1 와병일수 
377,AC8_2_02,손상2 와병일수 
378,AC8_2_03,손상3 와병일수 
379,AC8_2_04,손상4 와병일수 
380,AC8_2_05,손상5 와병일수 
381,AC8_2_06,손상6 와병일수 
382,AC8_2_07,손상7 와병일수 
383,AC8_2_08,손상8 와병일수 
384,AC8_2_09,손상9 와병일수 
385,AC8_2_10,손상10 와병일수 
386,AC8_3w_01,손상1 결석여부
387,AC8_3w_02,손상2 결석여부
388,AC8_3w_03,손상3 결석여부
389,AC8_3w_04,손상4 결석여부
390,AC8_3w_05,손상5 결석여부
391,AC8_3w_06,손상6 결석여부
392,AC8_3w_07,손상7 결석여부
393,AC8_3w_08,손상8 결석여부
394,AC8_3w_09,손상9 결석여부
395,AC8_3w_10,손상10 결석여부
396,AC8_3_01,손상1 결석일수 
397,AC8_3_02,손상2 결석일수
398,AC8_3_03,손상3 결석일수
399,AC8_3_04,손상4 결석일수
400,AC8_3_05,손상5 결석일수
401,AC8_3_06,손상6 결석일수
402,AC8_3_07,손상7 결석일수
403,AC8_3_08,손상8 결석일수
404,AC8_3_09,손상9 결석일수
405,AC8_3_10,손상10 결석일수
406,ij_expr,(성인) 연간손상경험률
407,MH1_yr,1년간 입원이용 여부
408,MH1_1,입원이용 횟수
409,MO1_wk,2주간 외래이용 여부
410,MO1_1,외래이용 횟수 
411,educ,교육수준 - 학력
412,graduat,교육수준 - 졸업여부
413,h_school_t,(청소년) 고등학교 유형
414,h_school_t_1,(청소년)고등학교 유형: 기타상세
415,CH2_1,(소아) 교육수준 - 학력
416,CH2_2,(소아) 교육이수 - 졸업여부
417,EC1_1,경제활동 상태
418,EC1_2,미취업 사유
419,EC1_2_1,미취업사유: 기타상세
420,EC_occp,(취업자) 표준직업분류 대분류 코드
421,EC_stt_1,(취업자) 종사상지위
422,EC_stt_2,(취업자) 종사상지위_임금근로자 상세
423,EC_wh,(취업자) 근로시간제
424,EC_wht_0,(취업자) 정규직 여부
425,EC_wht_23,주당 평균 근로시간
426,EC_wht_5,변형근로시간
427,EC_wht_6,변형근로시간 : 기타상세
428,EC_lgw_2,(성인) 최장일자리: 표준직업분류 
429,EC_lgw_4,(성인) 최장일자리: 종사상지위
430,EC_lgw_5,(성인) 최장일자리: 종사상지위 상세
431,EC_pedu_1,(성인) 유년기환경: 아버지 교육수준
432,EC_pedu_2,(성인) 유년기환경: 어머니 교육수준
433,BO1,주관적 체형인식
434,BO1_1,1년간 체중 변화 여부
435,BO1_2,(성인) 1년간 체중 감소량
436,BO1_3,(성인) 1년간 체중 증가량
437,BO2_1,1년간 체중 조절 여부
438,BO3_01,체중조절방법: 운동
439,BO3_02,(성인) 체중조절방법: 단식(24시간이상)
440,BO3_03,체중조절방법: 식사량 감소
441,BO3_14,체중조절방법: 결식(식사를 거름)
442,BO3_05,(성인) 체중조절방법: 임의 체중감량제
443,BO3_04,(성인) 체중조절방법: 처방된 체중감량제
444,BO3_12,(성인) 체중조절방법: 한약복용
445,BO3_07,체중조절방법: 건강기능식품
446,BO3_09,체중조절방법: 원푸드다이어트
447,BO3_10,체중조절방법: 기타
448,BO3_11,체중조절방법: 기타 상세
449,BD1,(만12세이상) 평생음주경험
450,BD2,(만12세이상) 음주 시작 연령
451,BD1_11,(만12세이상) 1년간 음주빈도
452,BD2_1,(만12세이상) 한번에 마시는 음주량
453,BD2_14,(만12세이상) 한번에 마시는 음주량_잔
454,BD2_31,(만12세이상) 폭음 빈도
455,BD2_32,(성인) 여자 폭음 빈도
456,BD7_4,(성인) 가족/의사의 절주 권고 여부
457,BD7_5,(성인) 1년간 음주문제 상담 여부
458,BD7_6,(성인) 1년간 타인의 음주로 인한 피해 여부
459,BD7_61,1년간 타인의 음주로 인한 피해 여부: 소란
460,BD7_62,1년간 타인의 음주로 인한 피해 여부: 폭행
461,BD7_63,1년간 타인의 음주로 인한 피해 여부: 성추행
462,BD7_64,1년간 타인의 음주로 인한 피해 여부: 작업 또는 일상생활 중 사고
463,BD7_65,1년간 타인의 음주로 인한 피해 여부: 음주운전 사고
464,BD7_66,1년간 타인의 음주로 인한 피해 여부: 기타
465,BD7_67,1년간 타인의 음주로 인한 피해 여부: 기타 상세
466,dr_month,월간음주율
467,BA2_12,(성인) 운전시 안전벨트 착용여부
468,BA2_13,(만12세 이상) 자동차 앞좌석 안전벨트 착용 여부
469,BA1_3,자전거 헬멧 이용 여부
470,BA1_5,오토바이 헬멧 이용 여부
471,BA2_2_1,(성인) 1년간 음주운전 여부: 자전거
472,BA2_2_2,(성인) 1년간 음주운전 횟수: 자전거
473,BA2_2_3,(성인) 1년간 음주운전 여부: 오토바이
474,BA2_2_4,(성인) 1년간 음주운전 횟수: 오토바이
475,BA2_2_5,(성인) 1년간 음주운전 여부: 자동차
476,BA2_2_6,(성인) 1년간 음주운전 횟수: 자동차
477,BA2_22,(성인) 1년간 음주운전차량: 동승 횟수
478,BA1_1,(소아) 자동차 앞좌석 이용 여부
479,BA1_2,(만6세미만) 자동차 보호장구 이용 여부
480,sc_seatblt,운전시 안전벨트 착용률
481,sc_seatblt2,동승차량 앞좌석 안전벨트 착용률
482,BP16_11,(만12세이상) 주중 잠자리에 든 시각_시
483,BP16_12,(만12세이상) 주중 잠자리에 든 시각_분
484,BP16_13,(만12세이상) 주중 일어난 시각_시
485,BP16_14,(만12세이상) 주중 일어난 시각_분
486,BP16_21,(만12세이상) 주말 잠자리에 든 시각_시
487,BP16_22,(만12세이상) 주말 잠자리에 든 시각_분
488,BP16_23,(만12세이상) 주말 일어난 시각_시
489,BP16_24,(만12세이상) 주말 일어난 시각_분
490,Total_slp_wk,(만12세이상) 주중 하루 평균 수면시간
491,Total_slp_wd,(만12세이상) 주말 하루 평균 수면시간
492,BP_PHQ_1,(성인) PHQ-9 문항1
493,BP_PHQ_2,(성인) PHQ-9 문항2
494,BP_PHQ_3,(성인) PHQ-9 문항3
495,BP_PHQ_4,(성인) PHQ-9 문항4
496,BP_PHQ_5,(성인) PHQ-9 문항5
497,BP_PHQ_6,(성인) PHQ-9 문항6
498,BP_PHQ_7,(성인) PHQ-9 문항7
499,BP_PHQ_8,(성인) PHQ-9 문항8
500,BP_PHQ_9,(성인) PHQ-9 문항9
501,mh_PHQ_S,(성인) PHQ-9 점수
502,BP1,평소 스트레스 인지 정도
503,BP2,스트레스 원인
504,BP2_2,스트레스 원인: 기타상세
505,BP5,2주이상 연속 우울감 여부
506,BP6_10,1년간 자살 생각 여부
507,BP6_2,1년간 자살 계획 여부
508,BP6_31,1년간 자살 시도 여부
509,BP7,1년간 정신문제 상담
510,mh_stress,스트레스 인지율
511,BS1_1,(성인) 평생흡연 여부
512,BS2_1,(성인) 흡연 시작연령
513,BS2_2,"(성인) 매일 흡연 시작연령1,"
514,BS3_1,(성인) 현재흡연 여부
515,BS3_2,(성인) 하루평균 흡연량
516,BS3_3,(성인) 가끔흡연자 최근 1달간 흡연일수
517,BS6_2,(성인) 과거흡연자 흡연기간(월 환산)
518,BS6_2_1,(성인) 과거흡연자 흡연기간(연)
519,BS6_2_2,(성인) 과거흡연자 흡연기간(월)
520,BS6_3,(성인) 과거흡연자 하루평균 흡연량
521,BS6_4,(성인) 과거흡연자 금연기간(월 환산)
522,BS6_4_1,(성인) 과거흡연자 금연기간(연)
523,BS6_4_2,(성인) 과거흡연자 금연기간(월)
524,BS5_4,(성인) 니코틴의존
525,BS5,(성인) 1년간 하루이상 금연 여부
526,BS5_1,(성인) 1개월내 금연계획
527,BS5_5,(성인) 니코틴대체용품사용
528,BS5_21,(성인) 금연방법: 의지로
529,BS5_28,(성인 금연방법: 금연상담전화(금연콜센터)
530,BS5_26,(성인) 금연방법: 보건소 금연클리닉
531,BS5_33,(성인) 금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입
532,BS5_34,(성인) 금연방법: 병의원을 통해 니코틴 대체용품 구입
533,BS5_32,"(성인) 금연방법: 인터넷, 금연길라잡이"
534,BS5_29,(성인) 금연방법: 기타
535,BS5_30,(성인) 금연 시도한 적 없음
536,BS5_31,(성인) 금연방법: 기타상세
537,BS8_2,(성인) 직장실내 간접흡연 노출 여부
538,BS9_2,(만6세이상) 가정실내 간접흡연 노출 여부
539,BS13,(만6세이상) 공공기관실내 간접흡연 노출여부
540,BS11,(성인) 금연캠페인 경험여부
541,BS12_1,(성인) 전자담배 평생사용여부
542,BS12_2,(성인) 전자담배 현재사용여부
543,BS12_21,(성인) 전자담배 주된이유
544,BS12_22,(성인) 전자담배 주된이유: 기타상세
545,BS12_31,(성인) 평생사용담배종류: 머금는 담배
546,BS12_32,(성인) 평생사용담배종류: 물담배
547,BS12_33,(성인) 평생사용담배종류: 시가
548,BS12_37,(성인) 평생사용담배종류: 찐담배
549,BS12_34,(성인) 평생사용담배종류: 기타
550,BS12_35,(성인) 평생사용담배종류: 기타상세
551,BS12_36,(성인) 평생사용담배종류: 피운 적 없음
552,BS12_41,(성인) 현재사용담배종류: 머금는 담배
553,BS12_42,(성인) 현재사용담배종류: 물담배
554,BS12_43,(성인) 현재사용담배종류: 시가
555,BS12_47,(성인) 현재사용담배종류: 찐담배
556,BS12_44,(성인) 현재사용담배종류: 기타
557,BS12_45,(성인) 현재사용담배종류: 기타상세
558,BS12_46,(성인) 현재사용담배종류: 피운 적 없음
559,BS10_1,(청소년) 담배 한두 모금 피운 경험
560,BS2,(청소년) 담배 한두 모금 피운 연령
561,BS10_2,(청소년) 1달간 흡연일수
562,BS10_3,(청소년) 1달간 하루흡연량
563,sm_presnt,현재흡연율
564,BE3_71,일_고강도 신체활동 여부
565,BE3_72,일_고강도 신체활동 일수
566,BE3_73,일_고강도 신체활동 시간(시간)
567,BE3_74,일_고강도 신체활동 시간(분)
568,BE3_81,일_중강도 신체활동 여부
569,BE3_82,일_중강도 신체활동 일수
570,BE3_83,일_중강도 신체활동 시간(시간)
571,BE3_84,일_중강도 신체활동 시간(분)
572,BE3_91,장소이동 신체활동 여부
573,BE3_92,장소이동 신체활동 일수
574,BE3_93,장소이동 신체활동 시간(시간)
575,BE3_94,장소이동 신체활동 시간(분)
576,BE3_75,여가_고강도 신체활동 여부
577,BE3_76,여가_고강도 신체활동 일수
578,BE3_77,여가_고강도 신체활동 시간(시간)
579,BE3_78,여가_고강도 신체활동 시간(분)
580,BE3_85,여가_중강도 신체활동 여부
581,BE3_86,여가_중강도 신체활동 일수
582,BE3_87,여가_중강도 신체활동 시간(시간)
583,BE3_88,여가_중강도 신체활동 시간(분)
584,BE8_1,평소 하루 앉아서 보내는 시간(시간)
585,BE8_2,평소 하루 앉아서 보내는 시간(분)
586,BE3_31,1주일간 걷기 일수
587,BE3_32,걷기 지속 시간(시간)
588,BE3_33,걷기 지속 시간(분)
589,BE5_1,1주일간 근력운동 일수
590,BE9,하루 60분 이상 신체활동 실천 일수
591,pa_aerobic,유산소 신체활동 실천율
592,LW_ms,(만10세이상)월경여부
593,LW_mp_e,무월경사유 기타
594,LW_mp_a,폐경연령
595,LW_ms_a,초경연령
596,LW_pr,(만15세이상)임신경험여부
